CROP_NAME;ELEMENT;VERY_LOW;LOW;SLIGHTLY_LOW;NORMAL;HIGH;VERY_HIGH;VERY_LOW_COMMENTS;LOW_COMMENTS;SLIGHTLY_LOW_COMMENTS;NORMAL_COMMENTS;HIGH_COMMENTS;VERY_HIGH_COMMENTS;
POTATO (ONAWAY) (292);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (ONAWAY) (307);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (ONAWAY) (362);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (ONAWAY) (371);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (ONAWAY) (380);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (ONAWAY) (252); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ONAWAY) (282); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ONAWAY) (261); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ONAWAY) (292); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ONAWAY) (307); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ONAWAY) (362); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ONAWAY) (371); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (ONAWAY) (380); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORLAND) (247);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORLAND) (281);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORLAND) (260);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORLAND) (291);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORLAND) (306);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORLAND) (357);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORLAND) (366);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORLAND) (375);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORLAND) (247); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORLAND) (281); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORLAND) (260); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORLAND) (291); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORLAND) (306); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORLAND) (357); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORLAND) (366); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORLAND) (375); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORKOTA) (253);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORKOTA) (286);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORKOTA) (265);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORKOTA) (296);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORKOTA) (312);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORKOTA) (363);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORKOTA) (372);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORKOTA) (381);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (NORKOTA) (253); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORKOTA) (286); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORKOTA) (265); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORKOTA) (296); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORKOTA) (312); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORKOTA) (363); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORKOTA) (372); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (NORKOTA) (381); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (KENNEBEC) (248);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (KENNEBEC) (279);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (KENNEBEC) (258);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (KENNEBEC) (289);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (KENNEBEC) (300);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (KENNEBEC) (355);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (KENNEBEC) (364);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (KENNEBEC) (373);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (KENNEBEC) (248); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (KENNEBEC) (279); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (KENNEBEC) (258); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (KENNEBEC) (289); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (KENNEBEC) (300); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (KENNEBEC) (355); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (KENNEBEC) (364); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (KENNEBEC) (373); NA ;-0,01;0,00;0,00;0,00;0,10;0,11;Normal Level####;Normal Level####;Normal Level####;Good level####;Unusually high level for this crop.####;Unusually high level for this crop.####;
POTATO (R. BURBANK);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (R. BURBANK) (283);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (R. BURBANK) (262);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (R. BURBANK) (293);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (R. BURBANK) (308);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (R. BURBANK) (360);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (R. BURBANK) (369);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (R. BURBANK) (378);AL;-0,01;0,00;0,00;0,00;500,00;500,01;Normal Level####;Normal Level####;Normal Level####;Normal Level####;A high level should not present problems for this crop and may be caused by pesticide residue.####;A high level should not present problems for this crop and may be caused by pesticide residue.####;
POTATO (ATLANTIC) (374);S;0,06;0,07;0,11;0,14;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (SHEPODY) (377);S;0,06;0,07;0,11;0,14;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (ONAWAY) (380);S;0,06;0,07;0,11;0,14;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (NORLAND) (247);S;0,06;0,07;0,11;0,14;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (KENNEBEC) (373);S;0,06;0,07;0,11;0,14;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
POTATO (R. BURBANK) (378);S;0,06;0,07;0,11;0,14;0,35;0,36;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Low sulfur levels can have a negative influence on nitrogen and it's function in the plant. It is important to keep levels in the adequate range.  Consider adding Sulfur to your dry fertilizer program####;Normal Level####;High levels of Sulfur should not create problems for this crop.####;High levels of Sulfur should not create problems for this crop.####;
